ENERGY STAR Score
54.0
88.0
62.0
73.0
9.0
93.0
61.0
57.0
60.0
100.0
65.0
63.0
3.0
69.0
100.0
42.0
34.0
90.0
41.0
31.0
98.0
67.0
12.0
93.0
7.0
20.0
2.0
73.0
59.0
98.0
100.0
87.0
65.0
70.0
93.0
97.0
19.0
19.0
26.0
23.0
23.0
83.0
12.0
75.0
58.0
36.0
91.0
14.0
87.0
69.0
5.0
93.0
18.0
99.0
62.0
84.0
3.0
84.0
48.0
93.0
14.0
58.0
30.0
50.0
80.0
50.0
61.0
85.0
86.0
100.0
80.0
47.0
90.0
22.0
92.0
36.0
39.0
15.0
64.0
19.0
47.0
69.0
89.0
41.0
13.0
86.0
90.0
92.0
100.0
45.0
25.0
78.0
74.0
83.0
35.0
100.0
7.0
5.0
51.0
79.0
80.0
21.0
58.0
60.0
91.0
54.0
48.0
67.0
66.0
24.0
86.0
100.0
98.0
78.0
25.0
54.0
100.0
43.0
86.0
1.0
22.0
49.0
19.0
3.0
87.0
21.0
59.0
48.0
95.0
66.0
73.0
36.0
78.0
26.0
64.0
26.0
56.0
48.0
54.0
71.0
78.0
62.0
69.0
5.0
73.0
95.0
96.0
53.0
80.0
60.0
82.0
100.0
89.0
2.0
46.0
97.0
56.0
67.0
98.0
47.0
20.0
5.0
100.0
87.0
13.0
91.0
89.0
77.0
89.0
87.0
41.0
86.0
45.0
2.0
4.0
72.0
100.0
42.0
29.0
68.0
3.0
75.0
87.0
94.0
28.0
95.0
82.0
25.0
98.0
83.0
82.0
92.0
61.0
42.0
91.0
52.0
99.0
14.0
69.0
95.0
34.0
38.0
100.0
39.0
77.0
29.0
84.0
97.0
47.0
4.0
100.0
69.0
62.0
2.0
59.0
20.0
77.0
83.0
96.0
52.0
6.0
97.0
100.0
98.0
62.0
86.0
68.0
20.0
90.0
31.0
79.0
9.0
70.0
92.0
96.0
49.0
95.0
53.0
1.0
73.0
92.0
76.0
92.0
59.0
91.0
66.0
78.0
2.0
51.0
38.0
56.0
100.0
58.0
66.0
40.0
95.0
82.0
38.0
79.0
47.0
17.0
87.0
83.0
13.0
39.0
88.0
46.0
99.0
57.0
40.0
97.0
90.0
29.0
23.0
62.0
63.0
4.0
100.0
36.0
23.0
51.0
71.0
30.0
4.0
99.0
69.0
11.0
44.0
13.0
1.0
17.0
31.0
66.0
85.0
1.0
87.0
62.0
100.0
18.0
84.0
9.0
9.0
80.0
82.0
100.0
90.0
56.0
14.0
100.0
100.0
59.0
1.0
68.0
99.0
49.0
100.0
79.0
33.0
32.0
57.0
66.0
34.0
53.0
62.0
99.0
11.0
100.0
35.0
58.0
72.0
41.0
68.0
19.0
74.0
85.0
33.0
48.0
39.0
100.0
70.0
86.0
93.0
88.0
44.0
84.0
92.0
63.0
77.0
100.0
28.0
100.0
97.0
37.0
65.0
90.0
64.0
77.0
28.0
79.0
83.0
86.0
99.0
11.0
3.0
79.0
97.0
8.0
86.0
100.0
69.0
22.0
32.0
100.0
77.0
4.0
7.0
92.0
89.0
85.0
11.0
47.0
49.0
34.0
4.0
36.0
27.0
74.0
94.0
24.0
72.0
73.0
32.0
88.0
1.0
34.0
85.0
88.0
56.0
94.0
3.0
100.0
53.0
98.0
47.0
80.0
58.0
96.0
48.0
41.0
51.0
100.0
66.0
56.0
23.0
16.0
92.0
93.0
19.0
3.0
88.0
100.0
81.0
81.0
50.0
51.0
34.0
85.0
64.0
74.0
94.0
38.0
44.0
80.0
58.0
79.0
18.0
86.0
85.0
64.0
76.0
54.0
48.0
78.0
84.0
99.0
27.0
68.0
100.0
62.0
81.0
81.0
11.0
36.0
80.0
50.0
85.0
2.0
91.0
5.0
99.0
22.0
69.0
91.0
86.0
1.0
84.0
73.0
58.0
66.0
19.0
1.0
73.0
57.0
46.0
86.0
1.0
97.0
36.0
84.0
51.0
37.0
59.0
36.0
99.0
71.0
76.0
1.0
100.0
38.0
20.0
57.0
100.0
72.0
67.0
94.0
84.0
82.0
87.0
9.0
93.0
57.0
76.0
75.0
15.0
92.0
89.0
60.0
100.0
89.0
20.0
46.0
41.0
74.0
58.0
9.0
38.0
86.0
56.0
100.0
75.0
85.0
9.0
98.0
67.0
52.0
100.0
99.0
75.0
88.0
82.0
76.0
55.0
79.0
82.0
86.0
98.0
73.0
4.0
15.0
91.0
3.0
52.0
12.0
53.0
86.0
12.0
66.0
74.0
34.0
100.0
97.0
58.0
64.0
26.0
1.0
100.0
97.0
82.0
37.0
69.0
22.0
56.0
86.0
73.0
29.0
32.0
94.0
11.0
50.0
44.0
4.0
67.0
18.0
99.0
35.0
84.0
98.0
92.0
82.0
77.0
82.0
93.0
79.0
24.0
35.0
82.0
58.0
7.0
77.0
35.0
61.0
53.0
1.0
5.0
39.0
18.0
4.0
35.0
93.0
72.0
68.0
44.0
41.0
27.0
49.0
83.0
94.0
96.0
66.0
18.0
51.0
98.0
70.0
40.0
97.0
100.0
100.0
77.0
71.0
68.0
14.0
91.0
72.0
57.0
89.0
39.0
79.0
68.0
92.0
97.0
50.0
78.0
98.0
82.0
9.0
66.0
70.0
4.0
17.0
58.0
86.0
49.0
36.0
1.0
74.0
52.0
89.0
64.0
100.0
60.0
25.0
56.0
88.0
57.0
34.0
74.0
74.0
11.0
44.0
71.0
78.0
32.0
3.0
29.0
1.0
12.0
63.0
60.0
84.0
57.0
95.0
1.0
86.0
44.0
97.0
84.0
100.0
39.0
24.0
30.0
86.0
94.0
74.0
99.0
57.0
38.0
94.0
98.0
17.0
6.0
93.0
60.0
72.0
97.0
77.0
93.0
18.0
67.0
93.0
24.0
90.0
19.0
73.0
68.0
29.0
66.0
85.0
1.0
83.0
100.0
61.0
85.0
63.0
72.0
14.0
27.0
36.0
97.0
71.0
75.0
6.0
65.0
100.0
72.0
100.0
77.0
94.0
4.0
1.0
65.0
67.0
9.0
3.0
90.0
12.0
100.0
50.0
92.0
41.0
60.0
76.0
100.0
4.0
23.0
94.0
31.0
32.0
100.0
47.0
62.0
78.0
100.0
50.0
99.0
63.0
90.0
68.0
47.0
99.0
89.0
46.0
68.0
83.0
83.0
45.0
56.0
69.0
43.0
68.0
47.0
57.0
62.0
97.0
92.0
45.0
93.0
45.0
36.0
86.0
68.0
74.0
66.0
36.0
92.0
75.0
1.0
83.0
80.0
98.0
56.0
90.0
27.0
66.0
75.0
45.0
65.0
59.0
64.0
6.0
90.0
43.0
72.0
97.0
24.0
72.0
53.0
54.0
85.0
22.0
62.0
69.0
95.0
94.0
36.0
100.0
35.0
79.0
60.0
7.0
91.0
69.0
65.0
36.0
79.0
75.0
75.0
71.0
46.0
51.0
24.0
56.0
95.0
33.0
34.0
64.0
9.0
86.0
91.0
75.0
21.0
87.0
78.0
79.0
94.0
22.0
84.0
70.0
48.0
97.0
32.0
21.0
66.0
41.0
67.0
94.0
75.0
84.0
40.0
44.0
25.0
100.0
100.0
1.0
4.0
55.0
4.0
80.0
69.0
99.0
70.0
55.0
44.0
54.0
30.0
72.0
95.0
20.0
60.0
95.0
84.0
85.0
97.0
44.0
94.0
20.0
58.0
75.0
39.0
99.0
50.0
84.0
100.0
40.0
81.0
69.0
67.0
66.0
42.0
36.0
73.0
82.0
79.0
72.0
21.0
84.0
56.0
92.0
49.0
66.0
7.0
76.0
86.0
84.0
84.0
45.0
95.0
7.0
98.0
31.0
32.0
41.0
100.0
93.0
16.0
9.0
66.0
94.0
82.0
100.0
80.0
67.0
100.0
100.0
100.0
98.0
39.0
34.0
85.0
61.0
13.0
79.0
27.0
91.0
99.0
100.0
63.0
43.0
78.0
69.0
92.0
100.0
12.0
59.0
77.0
1.0
4.0
48.0
77.0
70.0
9.0
85.0
37.0
84.0
37.0
56.0
71.0
77.0
78.0
95.0
67.0
100.0
81.0
78.0
34.0
45.0
77.0
53.0
97.0
71.0
36.0
99.0
85.0
58.0
88.0
90.0
95.0
1.0
82.0
36.0
82.0
38.0
46.0
6.0
76.0
1.0
2.0
38.0
90.0
35.0
55.0
18.0
88.0
16.0
87.0
84.0
38.0
66.0
4.0
33.0
61.0
25.0
44.0
12.0
64.0
68.0
9.0
40.0
94.0
14.0
82.0
56.0
62.0
86.0
57.0
39.0
12.0
100.0
81.0
83.0
57.0
74.0
40.0
81.0
25.0
5.0
99.0
62.0
83.0
100.0
62.0
76.0
88.0
6.0
27.0
29.0
98.0
100.0
79.0
51.0
37.0
89.0
86.0
83.0
74.0
100.0
79.0
3.0
46.0
40.0
35.0
90.0
91.0
99.0
17.0
58.0
9.0
74.0
38.0
52.0
71.0
6.0
69.0
4.0
62.0
73.0
71.0
60.0
85.0
1.0
14.0
87.0
49.0
30.0
59.0
46.0
34.0
61.0
66.0
48.0
98.0
29.0
39.0
84.0
69.0
28.0
16.0
77.0
4.0
92.0
97.0
7.0
23.0
50.0
74.0
94.0
83.0
94.0
92.0
69.0
48.0
2.0
86.0
64.0
99.0
84.0
85.0
37.0
72.0
100.0
7.0
40.0
99.0
78.0
60.0
53.0
49.0
87.0
53.0
59.0
55.0
41.0
100.0
53.0
100.0
95.0
98.0
50.0
68.0
41.0
100.0
88.0
36.0
39.0
98.0
1.0
100.0
100.0
40.0
8.0
80.0
99.0
9.0
20.0
29.0
90.0
84.0
1.0
100.0
99.0
62.0
84.0
9.0
79.0
54.0
77.0
100.0
23.0
37.0
82.0
83.0
65.0
22.0
22.0
84.0
69.0
36.0
88.0
67.0
44.0
68.0
90.0
22.0
37.0
82.0
77.0
65.0
98.0
100.0
38.0
67.0
95.0
45.0
48.0
57.0
100.0
73.0
1.0
51.0
69.0
43.0
57.0
78.0
81.0
1.0
100.0
26.0
35.0
68.0
83.0
27.0
61.0
84.0
42.0
68.0
50.0
86.0
9.0
83.0
37.0
76.0
36.0
62.0
79.0
79.0
11.0
42.0
68.0
50.0
92.0
96.0
57.0
45.0
100.0
94.0
56.0
13.0
50.0
87.0
91.0
59.0
61.0
2.0
95.0
57.0
81.0
100.0
50.0
19.0
100.0
28.0
98.0
26.0
1.0
29.0
81.0
91.0
75.0
76.0
54.0
79.0
64.0
56.0
49.0
100.0
46.0
35.0
61.0
23.0
28.0
72.0
9.0
30.0
80.0
62.0
64.0
66.0
100.0
100.0
96.0
100.0
91.0
64.0
59.0
92.0
78.0
29.0
100.0
66.0
35.0
57.0
23.0
30.0
90.0
2.0
98.0
1.0
29.0
41.0
96.0
54.0
54.0
39.0
57.0
80.0
48.0
60.0
55.0
100.0
33.0
54.0
68.0
88.0
100.0
68.0
78.0
1.0
6.0
53.0
13.0
16.0
49.0
13.0
100.0
86.0
91.0
83.0
76.0
88.0
68.0
55.0
16.0
1.0
67.0
75.0
37.0
100.0
43.0
83.0
89.0
19.0
100.0
80.0
48.0
37.0
64.0
60.0
96.0
72.0
5.0
90.0
64.0
82.0
34.0
23.0
92.0
70.0
48.0
1.0
100.0
100.0
100.0
60.0
98.0
72.0
86.0
22.0
94.0
95.0
100.0
34.0
95.0
97.0
90.0
21.0
81.0
100.0
28.0
100.0
46.0
13.0
43.0
39.0
99.0
76.0
88.0
77.0
95.0
63.0
37.0
9.0
78.0
80.0
82.0
94.0
82.0
65.0
97.0
86.0
15.0
42.0
82.0
41.0
100.0
79.0
82.0
57.0
33.0
35.0
88.0
95.0
100.0
14.0
99.0
54.0
98.0
5.0
37.0
12.0
35.0
72.0
52.0
72.0
80.0
58.0
10.0
61.0
18.0
79.0
89.0
18.0
100.0
67.0
6.0
68.0
49.0
85.0
63.0
95.0
80.0
70.0
43.0
82.0
81.0
100.0
81.0
79.0
6.0
89.0
29.0
4.0
1.0
68.0
43.0
100.0
57.0
99.0
18.0
51.0
56.0
49.0
67.0
83.0
69.0
40.0
95.0
97.0
43.0
49.0
50.0
98.0
59.0
96.0
81.0
94.0
33.0
75.0
90.0
94.0
29.0
23.0
51.0
80.0
32.0
87.0
14.0
86.0
42.0
50.0
55.0
86.0
71.0
2.0
41.0
25.0
58.0
18.0
100.0
93.0
55.0
100.0
66.0
72.0
74.0
20.0
16.0
76.0
80.0
100.0
6.0
81.0
92.0
48.0
78.0
64.0
74.0
70.0
98.0
14.0
23.0
16.0
92.0
51.0
88.0
93.0
81.0
75.0
69.0
34.0
86.0
90.0
1.0
87.0
52.0
100.0
1.0
49.0
83.0
71.0
94.0
7.0
50.0
30.0
85.0
82.0
11.0
58.0
36.0
83.0
35.0
77.0
48.0
100.0
86.0
74.0
3.0
66.0
73.0
16.0
10.0
66.0
73.0
79.0
56.0
13.0
81.0
39.0
74.0
70.0
67.0
31.0
97.0
16.0
26.0
100.0
97.0
29.0
77.0
88.0
70.0
48.0
86.0
45.0
83.0
91.0
61.0
72.0
72.0
59.0
100.0
65.0
87.0
30.0
94.0
35.0
99.0
17.0
99.0
93.0
30.0
98.0
89.0
72.0
85.0
36.0
100.0
33.0
1.0
100.0
67.0
89.0
100.0
93.0
78.0
31.0
81.0
2.0
8.0
72.0
65.0
90.0
13.0
73.0
43.0
34.0
97.0
76.0
51.0
48.0
79.0
85.0
67.0
50.0
4.0
68.0
70.0
2.0
54.0
12.0
48.0
72.0
100.0
48.0
90.0
100.0
94.0
53.0
47.0
56.0
3.0
89.0
77.0
64.0
67.0
65.0
88.0
47.0
64.0
80.0
51.0
94.0
100.0
99.0
55.0
97.0
60.0
96.0
68.0
65.0
99.0
48.0
73.0
76.0
6.0
61.0
19.0
52.0
98.0
28.0
46.0
17.0
97.0
100.0
1.0
90.0
49.0
71.0
67.0
35.0
77.0
33.0
91.0
45.0
83.0
53.0
72.0
38.0
100.0
60.0
60.0
19.0
54.0
72.0
43.0
80.0
5.0
84.0
49.0
61.0
84.0
71.0
56.0
82.0
86.0
87.0
19.0
95.0
37.0
100.0
69.0
61.0
92.0
41.0
77.0
61.0
94.0
78.0
55.0
4.0
87.0
38.0
10.0
53.0
11.0
86.0
46.0
38.0
76.0
86.0
31.0
100.0
17.0
94.0
80.0
10.0
100.0
50.0
1.0
67.0
100.0
21.0
76.0
66.0
33.0
3.0
77.0
100.0
2.0
66.0
57.0
49.0
89.0
19.0
3.0
59.0
76.0
58.0
75.0
81.0
27.0
63.0
4.0
78.0
96.0
100.0
77.0
84.0
81.0
79.0
100.0
55.0
100.0
45.0
62.0
81.0
94.0
56.0
60.0
53.0
97.0
4.0
17.0
1.0
60.0
5.0
84.0
6.0
33.0
83.0
74.0
26.0
49.0
25.0
46.0
92.0
100.0
2.0
79.0
59.0
47.0
100.0
90.0
76.0
14.0
73.0
59.0
1.0
20.0
1.0
89.0
1.0
93.0
68.0
39.0
79.0
100.0
69.0
61.0
46.0
100.0
79.0
35.0
3.0
43.0
71.0
81.0
1.0
100.0
46.0
85.0
29.0
74.0
78.0
56.0
70.0
96.0
54.0
74.0
7.0
92.0
81.0
92.0
74.0
82.0
67.0
98.0
74.0
42.0
20.0
79.0
94.0
87.0
98.0
31.0
32.0
31.0
7.0
53.0
78.0
72.0
38.0
90.0
59.0
84.0
70.0
87.0
79.0
8.0
100.0
100.0
57.0
31.0
71.0
100.0
61.0
55.0
28.0
24.0
81.0
17.0
100.0
64.0
75.0
100.0
66.0
56.0
60.0
88.0
93.0
48.0
59.0
61.0
83.0
50.0
57.0
72.0
23.0
1.0
62.0
88.0
43.0
100.0
60.0
9.0
9.0
54.0
73.0
68.0
99.0
21.0
53.0
96.0
53.0
70.0
100.0
24.0
33.0
53.0
100.0
72.0
50.0
98.0
93.0
77.0
75.0
26.0
61.0
56.0
86.0
53.0
28.0
88.0
90.0
32.0
71.0
28.0
76.0
75.0
33.0
100.0
100.0
79.0
80.0
85.0
26.0
25.0
88.0
12.0
87.0
95.0
91.0
13.0
75.0
2.0
76.0
43.0
38.0
94.0
7.0
63.0
37.0
32.0
3.0
54.0
25.0
86.0
18.0
38.0
59.0
55.0
43.0
60.0
13.0
38.0
64.0
78.0
73.0
73.0
30.0
53.0
22.0
27.0
63.0
54.0
62.0
69.0
4.0
54.0
81.0
69.0
58.0
34.0
100.0
38.0
100.0
53.0
67.0
73.0
43.0
74.0
53.0
98.0
86.0
18.0
87.0
8.0
96.0
29.0
92.0
52.0
77.0
62.0
91.0
50.0
18.0
52.0
100.0
100.0
97.0
12.0
49.0
8.0
54.0
72.0
30.0
50.0
82.0
98.0
39.0
67.0
67.0
62.0
94.0
100.0
2.0
60.0
99.0
13.0
75.0
1.0
25.0
87.0
100.0
10.0
37.0
98.0
43.0
65.0
51.0
87.0
99.0
2.0
98.0
87.0
66.0
1.0
14.0
11.0
72.0
72.0
50.0
41.0
60.0
87.0
100.0
69.0
56.0
35.0
54.0
13.0
25.0
38.0
91.0
22.0
52.0
83.0
100.0
75.0
83.0
100.0
86.0
39.0
36.0
43.0
98.0
84.0
32.0
61.0
81.0
95.0
90.0
79.0
84.0
55.0
72.0
98.0
63.0
49.0
82.0
55.0
63.0
30.0
46.0
96.0
89.0
28.0
38.0
55.0
80.0
35.0
22.0
68.0
96.0
69.0
13.0
100.0
44.0
57.0
41.0
88.0
90.0
45.0
51.0
65.0
57.0
80.0
66.0
80.0
69.0
71.0
44.0
89.0
2.0
63.0
75.0
86.0
28.0
1.0
69.0
100.0
55.0
14.0
69.0
38.0
83.0
91.0
14.0
42.0
46.0
85.0
15.0
93.0
26.0
87.0
30.0
80.0
78.0
47.0
83.0
80.0
34.0
68.0
32.0
5.0
28.0
100.0
56.0
17.0
99.0
71.0
1.0
64.0
98.0
70.0
45.0
13.0
32.0
68.0
92.0
77.0
15.0
87.0
43.0
2.0
56.0
90.0
74.0
75.0
66.0
64.0
38.0
54.0
73.0
56.0
85.0
42.0
100.0
9.0
77.0
73.0
100.0
92.0
100.0
76.0
96.0
25.0
100.0
79.0
36.0
77.0
65.0
76.0
55.0
82.0
35.0
8.0
84.0
87.0
78.0
68.0
10.0
63.0
99.0
54.0
49.0
84.0
1.0
74.0
36.0
64.0
24.0
20.0
85.0
80.0
87.0
49.0
76.0
63.0
60.0
41.0
59.0
9.0
74.0
84.0
100.0
57.0
22.0
73.0
23.0
19.0
59.0
15.0
95.0
70.0
92.0
44.0
67.0
54.0
92.0
55.0
94.0
21.0
64.0
58.0
63.0
81.0
53.0
92.0
42.0
12.0
74.0
40.0
80.0
13.0
78.0
76.0
81.0
73.0
26.0
86.0
66.0
96.0
53.0
37.0
57.0
88.0
65.0
61.0
71.0
99.0
70.0
87.0
75.0
52.0
98.0
88.0
16.0
21.0
13.0
96.0
19.0
78.0
45.0
100.0
95.0
90.0
20.0
30.0
5.0
74.0
88.0
85.0
48.0
8.0
65.0
99.0
56.0
17.0
39.0
100.0
58.0
90.0
83.0
98.0
31.0
80.0
86.0
95.0
68.0
61.0
67.0
10.0
86.0
28.0
56.0
12.0
72.0
88.0
91.0
1.0
60.0
17.0
60.0
81.0
87.0
62.0
99.0
29.0
54.0
84.0
49.0
41.0
6.0
100.0
94.0
80.0
59.0
76.0
33.0
100.0
2.0
69.0
93.0
79.0
21.0
19.0
27.0
79.0
75.0
81.0
35.0
72.0
100.0
74.0
26.0
60.0
93.0
100.0
92.0
12.0
65.0
76.0
14.0
100.0
80.0
54.0
57.0
100.0
51.0
78.0
96.0
44.0
38.0
77.0
65.0
85.0
38.0
97.0
86.0
44.0
11.0
100.0
88.0
66.0
41.0
82.0
100.0
81.0
51.0
26.0
98.0
63.0
18.0
36.0
85.0
87.0
59.0
87.0
53.0
92.0
59.0
55.0
33.0
71.0
64.0
98.0
79.0
10.0
83.0
3.0
100.0
43.0
16.0
100.0
78.0
53.0
76.0
13.0
55.0
70.0
1.0
25.0
76.0
78.0
33.0
40.0
94.0
88.0
98.0
43.0
85.0
93.0
72.0
63.0
66.0
70.0
93.0
100.0
70.0
86.0
86.0
83.0
84.0
32.0
91.0
69.0
53.0
9.0
55.0
57.0
71.0
98.0
63.0
44.0
94.0
12.0
25.0
10.0
86.0
28.0
45.0
34.0
92.0
52.0
40.0
46.0
50.0
99.0
96.0
32.0
69.0
46.0
81.0
70.0
7.0
59.0
99.0
49.0
87.0
86.0
57.0
74.0
85.0
93.0
5.0
17.0
62.0
76.0
64.0
98.0
1.0
98.0
65.0
55.0
24.0
30.0
53.0
49.0
52.0
64.0
11.0
84.0
42.0
100.0
15.0
77.0
86.0
17.0
75.0
75.0
100.0
56.0
64.0
5.0
29.0
100.0
6.0
95.0
96.0
94.0
88.0
7.0
82.0
39.0
59.0
100.0
95.0
100.0
60.0
75.0
80.0
68.0
81.0
27.0
96.0
86.0
83.0
67.0
97.0
59.0
74.0
99.0
69.0
67.0
93.0
45.0
75.0
50.0
18.0
11.0
32.0
44.0
44.0
97.0
88.0
94.0
78.0
7.0
63.0
45.0
44.0
20.0
85.0
94.0
79.0
95.0
55.0
26.0
32.0
53.0
73.0
28.0
90.0
85.0
8.0
58.0
100.0
36.0
69.0
50.0
10.0
40.0
30.0
83.0
36.0
99.0
36.0
100.0
100.0
54.0
5.0
74.0
100.0
1.0
3.0
83.0
59.0
100.0
85.0
50.0
100.0
80.0
88.0
85.0
64.0
65.0
52.0
82.0
81.0
47.0
99.0
66.0
21.0
85.0
22.0
58.0
1.0
83.0
69.0
78.0
68.0
1.0
50.0
25.0
74.0
82.0
92.0
62.0
65.0
39.0
31.0
71.0
29.0
50.0
43.0
82.0
2.0
96.0
3.0
67.0
95.0
72.0
8.0
93.0
100.0
36.0
79.0
37.0
100.0
18.0
100.0
87.0
34.0
38.0
69.0
78.0
83.0
77.0
24.0
80.0
64.0
92.0
31.0
73.0
3.0
100.0
46.0
36.0
83.0
96.0
23.0
74.0
95.0
2.0
97.0
56.0
89.0
89.0
28.0
76.0
50.0
26.0
78.0
1.0
83.0
88.0
55.0
25.0
84.0
97.0
64.0
72.0
58.0
95.0
77.0
55.0
41.0
62.0
97.0
84.0
27.0
70.0
87.0
78.0
56.0
89.0
80.0
18.0
83.0
31.0
5.0
13.0
76.0
76.0
81.0
22.0
86.0
84.0
35.0
48.0
90.0
5.0
62.0
75.0
26.0
9.0
96.0
72.0
2.0
80.0
87.0
100.0
100.0
65.0
83.0
100.0
71.0
52.0
81.0
30.0
39.0
69.0
84.0
13.0
80.0
77.0
34.0
81.0
77.0
1.0
25.0
4.0
81.0
39.0
94.0
59.0
5.0
88.0
74.0
99.0
40.0
69.0
88.0
100.0
25.0
20.0
70.0
34.0
65.0
100.0
54.0
51.0
82.0
100.0
89.0
79.0
86.0
43.0
10.0
100.0
29.0
73.0
100.0
55.0
92.0
74.0
17.0
34.0
1.0
11.0
50.0
89.0
82.0
60.0
10.0
68.0
100.0
100.0
41.0
73.0
28.0
99.0
71.0
3.0
79.0
91.0
100.0
93.0
6.0
97.0
68.0
28.0
91.0
34.0
60.0
96.0
74.0
100.0
72.0
9.0
35.0
36.0
100.0
99.0
80.0
45.0
59.0
95.0
87.0
86.0
29.0
13.0
63.0
9.0
80.0
42.0
33.0
21.0
29.0
86.0
100.0
84.0
5.0
16.0
63.0
38.0
100.0
68.0
84.0
90.0
22.0
2.0
59.0
1.0
84.0
48.0
84.0
21.0
90.0
20.0
84.0
16.0
100.0
18.0
1.0
88.0
37.0
95.0
35.0
61.0
4.0
1.0
73.0
71.0
31.0
76.0
52.0
47.0
51.0
87.0
3.0
44.0
2.0
87.0
70.0
90.0
33.0
27.0
27.0
64.0
74.0
84.0
23.0
56.0
49.0
28.0
81.0
67.0
51.0
61.0
1.0
1.0
7.0
94.0
69.0
84.0
28.0
1.0
100.0
86.0
4.0
17.0
68.0
71.0
43.0
63.0
100.0
34.0
81.0
97.0
29.0
63.0
63.0
86.0
80.0
85.0
43.0
54.0
48.0
43.0
41.0
95.0
100.0
46.0
5.0
28.0
29.0
81.0
79.0
98.0
79.0
73.0
57.0
32.0
44.0
90.0
95.0
52.0
97.0
48.0
7.0
67.0
68.0
37.0
6.0
92.0
37.0
80.0
36.0
87.0
100.0
78.0
66.0
43.0
87.0
13.0
72.0
90.0
62.0
21.0
50.0
20.0
50.0
66.0
80.0
26.0
57.0
52.0
25.0
58.0
35.0
99.0
73.0
59.0
38.0
64.0
76.0
99.0
6.0
66.0
9.0
45.0
35.0
69.0
29.0
89.0
69.0
4.0
67.0
54.0
30.0
87.0
92.0
4.0
78.0
74.0
47.0
100.0
98.0
75.0
39.0
17.0
80.0
33.0
40.0
83.0
99.0
9.0
100.0
65.0
81.0
34.0
83.0
28.0
52.0
87.0
8.0
57.0
89.0
79.0
27.0
99.0
52.0
74.0
20.0
43.0
100.0
86.0
94.0
8.0
94.0
80.0
81.0
4.0
50.0
93.0
100.0
24.0
35.0
65.0
87.0
1.0
100.0
46.0
99.0
100.0
62.0
68.0
55.0
67.0
30.0
57.0
83.0
43.0
94.0
53.0
83.0
100.0
86.0
5.0
44.0
31.0
29.0
36.0
81.0
16.0
63.0
47.0
57.0
100.0
84.0
86.0
49.0
4.0
100.0
54.0
100.0
100.0
91.0
16.0
20.0
32.0
71.0
6.0
75.0
5.0
68.0
